date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,is_friendly
2017-03-23,Paraguay,Ecuador,2.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,False,False
2017-03-23,Qatar,Iran,0.0,1.0,FIFA World Cup qualification,Doha,Qatar,False,False
2017-03-23,Uruguay,Brazil,1.0,4.0,FIFA World Cup qualification,Montevideo,Uruguay,False,False
2017-03-28,Brazil,Paraguay,3.0,0.0,FIFA World Cup qualification,São Paulo,Brazil,False,False
2017-03-28,Ecuador,Colombia,0.0,2.0,FIFA World Cup qualification,Quito,Ecuador,False,False
2017-03-28,France,Spain,0.0,2.0,Friendly,Saint-Denis,France,False,True
2017-03-28,Morocco,Tunisia,1.0,0.0,Friendly,Marrakech,Morocco,False,True
2017-03-28,Panama,United States,1.0,1.0,FIFA World Cup qualification,Panama City,Panama,False,False
2017-03-28,Portugal,Sweden,2.0,3.0,Friendly,Funchal,Portugal,False,True
2017-03-28,Saudi Arabia,Iraq,1.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,False
2017-03-28,Uzbekistan,Qatar,1.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,False
2017-05-28,Mexico,Croatia,1.0,2.0,Friendly,Los Angeles,United States,True,True
2017-05-31,Morocco,Netherlands,1.0,2.0,Friendly,Agadir,Morocco,False,True
2017-06-01,Iraq,Jordan,1.0,0.0,Friendly,Basra,Iraq,False,True
2017-06-02,France,Paraguay,5.0,0.0,Friendly,Rennes,France,False,True
2017-06-07,Iraq,South Korea,0.0,0.0,Friendly,Ras al-Khaimah,United Arab Emirates,True,True
2017-06-07,Spain,Colombia,2.0,2.0,Friendly,Murcia,Spain,False,True
2017-06-08,Australia,Saudi Arabia,3.0,2.0,FIFA World Cup qualification,Adelaide,Australia,False,False
2017-06-09,Argentina,Brazil,1.0,0.0,Superclásico de las Américas,Melbourne,Australia,True,False
2017-06-09,Sweden,France,2.0,1.0,FIFA World Cup qualification,Solna,Sweden,False,False
2017-06-10,Scotland,England,2.0,2.0,FIFA World Cup qualification,Glasgow,Scotland,False,False
2017-06-11,Mexico,United States,1.0,1.0,FIFA World Cup qualification,Mexico City,Mexico,False,False
2017-06-11,Tunisia,Egypt,1.0,0.0,African Cup of Nations qualification,Radès,Tunisia,False,False
2017-06-12,Iran,Uzbekistan,2.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,False
2017-06-13,Australia,Brazil,0.0,4.0,Friendly,Melbourne,Australia,False,True
2017-06-13,Canada,Curaçao,2.0,1.0,Friendly,Montreal,Canada,False,True
2017-06-13,France,England,3.0,2.0,Friendly,Saint-Denis,France,False,True
2017-06-13,Iraq,Japan,1.0,1.0,FIFA World Cup qualification,Tehran,Iran,True,False
2017-06-13,Norway,Sweden,1.0,1.0,Friendly,Oslo,Norway,False,True
2017-06-13,Qatar,South Korea,3.0,2.0,FIFA World Cup qualification,Doha,Qatar,False,False
2017-06-18,Portugal,Mexico,2.0,2.0,Confederations Cup,Kazan,Russia,True,False
2017-06-19,Australia,Germany,2.0,3.0,Confederations Cup,Sochi,Russia,True,False
2017-06-21,Mexico,New Zealand,2.0,1.0,Confederations Cup,Sochi,Russia,True,False
2017-06-24,New Zealand,Portugal,0.0,4.0,Confederations Cup,Saint Petersburg,Russia,True,False
2017-06-29,Germany,Mexico,4.0,1.0,Confederations Cup,Sochi,Russia,True,False
2017-07-01,Mexico,Paraguay,2.0,1.0,Friendly,Seattle,United States,True,True
2017-07-01,United States,Ghana,2.0,1.0,Friendly,East Hartford,United States,False,True
2017-07-02,Portugal,Mexico,2.0,1.0,Confederations Cup,Moscow,Russia,True,False
2017-07-08,United States,Panama,1.0,1.0,Gold Cup,Nashville,United States,False,False
2017-07-16,Curaçao,Mexico,0.0,2.0,Gold Cup,San Antonio,United States,True,False
2017-08-31,Brazil,Ecuador,2.0,0.0,FIFA World Cup qualification,Porto Alegre,Brazil,False,False
2017-08-31,France,Netherlands,4.0,0.0,FIFA World Cup qualification,Saint-Denis,France,False,False
2017-08-31,Japan,Australia,2.0,0.0,FIFA World Cup qualification,Saitama,Japan,False,False
2017-08-31,South Korea,Iran,0.0,0.0,FIFA World Cup qualification,Seoul,South Korea,False,False
2017-08-31,Uruguay,Argentina,0.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,False
2017-09-01,Mexico,Panama,1.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,False
2017-09-04,Germany,Norway,6.0,0.0,FIFA World Cup qualification,Stuttgart,Germany,False,False
2017-09-05,Colombia,Brazil,1.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,False,False
2017-09-05,Paraguay,Uruguay,1.0,2.0,FIFA World Cup qualification,Asunción,Paraguay,False,False
2017-09-05,Saudi Arabia,Japan,1.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,False
2017-09-05,Uzbekistan,South Korea,0.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,False
2017-10-05,Colombia,Paraguay,1.0,2.0,FIFA World Cup qualification,Barranquilla,Colombia,False,False
2017-10-06,Japan,New Zealand,2.0,1.0,Kirin Challenge Cup,Toyota,Japan,False,False
2017-10-06,United States,Panama,4.0,0.0,FIFA World Cup qualification,Orlando,United States,False,False
2017-10-07,Bosnia and Herzegovina,Belgium,3.0,4.0,FIFA World Cup qualification,Sarajevo,Bosnia and Herzegovina,False,False
2017-10-10,Ecuador,Argentina,1.0,3.0,FIFA World Cup qualification,Quito,Ecuador,False,False
2017-10-10,Japan,Haiti,3.0,3.0,Kirin Challenge Cup,Yokohama,Japan,False,False
2017-10-10,South Korea,Morocco,1.0,3.0,Friendly,Biel,Switzerland,True,True
2017-10-10,Netherlands,Sweden,2.0,0.0,FIFA World Cup qualification,Amsterdam,Netherlands,False,False
2017-10-10,Portugal,Switzerland,2.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,False
2017-10-10,Qatar,Curaçao,1.0,2.0,Friendly,Doha,Qatar,False,True
2017-10-10,Saudi Arabia,Ghana,0.0,3.0,Friendly,Jeddah,Saudi Arabia,False,True
2017-11-09,Iran,Panama,2.0,1.0,Friendly,Graz,Austria,True,True
2017-11-09,Scotland,Netherlands,0.0,1.0,Friendly,Aberdeen,Scotland,False,True
2017-11-10,Belgium,Mexico,3.0,3.0,Friendly,Brussels,Belgium,False,True
2017-11-10,England,Germany,0.0,0.0,Friendly,London,England,False,True
2017-11-10,Japan,Brazil,1.0,3.0,Friendly,Villeneuve-d'Ascq,France,True,True
2017-11-10,South Korea,Colombia,2.0,1.0,Friendly,Suwon,South Korea,False,True
2017-11-10,Portugal,Saudi Arabia,3.0,0.0,Friendly,Viseu,Portugal,False,True
2017-11-10,South Africa,Senegal,0.0,2.0,FIFA World Cup qualification,Polokwane,South Africa,False,False
2017-11-12,Ghana,Egypt,1.0,1.0,FIFA World Cup qualification,Kumasi,Ghana,False,False
2017-11-14,Austria,Uruguay,2.0,1.0,Friendly,Vienna,Austria,False,True
2017-11-14,Belgium,Japan,1.0,0.0,Friendly,Bruges,Belgium,False,True
2017-11-14,England,Brazil,0.0,0.0,Friendly,London,England,False,True
2017-11-14,Germany,France,2.0,2.0,Friendly,Cologne,Germany,False,True
2017-11-14,Portugal,United States,1.0,1.0,Friendly,Leiria,Portugal,False,True
2017-11-14,Senegal,South Africa,2.0,1.0,FIFA World Cup qualification,Dakar,Senegal,False,False
2017-12-16,Japan,South Korea,1.0,4.0,EAFF Championship,Chōfu,Japan,False,False
2017-12-26,Iraq,Qatar,2.0,1.0,Gulf Cup,Kuwait City,Kuwait,True,False
2018-01-28,United States,Bosnia and Herzegovina,0.0,0.0,Friendly,Carson,United States,False,True
2018-01-31,Mexico,Bosnia and Herzegovina,1.0,0.0,Friendly,San Antonio,United States,True,True
2018-02-28,Iraq,Saudi Arabia,4.0,1.0,Friendly,Basra,Iraq,False,True
2018-03-21,Iraq,Qatar,2.0,3.0,Friendly,Basra,Iraq,False,True
2018-03-23,France,Colombia,2.0,3.0,Friendly,Saint-Denis,France,False,True
2018-03-23,Germany,Spain,1.0,1.0,Friendly,Düsseldorf,Germany,False,True
2018-03-23,Netherlands,England,0.0,1.0,Friendly,Amsterdam,Netherlands,False,True
2018-03-23,Norway,Australia,4.0,1.0,Friendly,Oslo,Norway,False,True
2018-03-23,Portugal,Egypt,2.0,1.0,Friendly,Zürich,Switzerland,True,True
2018-03-23,Senegal,Uzbekistan,1.0,1.0,Friendly,Casablanca,Morocco,True,True
2018-03-23,Tunisia,Iran,1.0,0.0,Friendly,Radès,Tunisia,False,True
2018-03-24,Canada,New Zealand,1.0,0.0,Friendly,San Pedro del Pinatar,Spain,True,True
2018-03-26,Portugal,Netherlands,0.0,3.0,Friendly,Geneva,Switzerland,True,True
2018-03-27,Algeria,Iran,1.0,2.0,Friendly,Graz,Austria,True,True
2018-03-27,Australia,Colombia,0.0,0.0,Friendly,London,England,True,True
2018-03-27,Belgium,Saudi Arabia,4.0,0.0,Friendly,Brussels,Belgium,False,True
2018-03-27,Bosnia and Herzegovina,Senegal,0.0,0.0,Friendly,Le Havre,France,True,True
2018-03-27,Germany,Brazil,0.0,1.0,Friendly,Berlin,Germany,False,True
2018-03-27,Mexico,Croatia,0.0,1.0,Friendly,Arlington,United States,True,True
2018-03-27,Morocco,Uzbekistan,2.0,0.0,Friendly,Casablanca,Morocco,False,True
2018-03-27,Spain,Argentina,6.0,1.0,Friendly,Madrid,Spain,False,True
2018-03-27,Switzerland,Panama,6.0,0.0,Friendly,Lucerne,Switzerland,False,True
2018-03-27,United States,Paraguay,1.0,0.0,Friendly,Cary,United States,False,True
2018-05-09,Algeria,Saudi Arabia,0.0,2.0,Friendly,Cádiz,Spain,True,True
2018-05-19,Iran,Uzbekistan,1.0,0.0,Friendly,Tehran,Iran,False,True
2018-05-28,Portugal,Tunisia,2.0,2.0,Friendly,Braga,Portugal,False,True
2018-05-29,Argentina,Haiti,4.0,0.0,Friendly,Buenos Aires,Argentina,False,True
2018-05-30,Japan,Ghana,0.0,2.0,Friendly,Yokohama,Japan,False,True
2018-06-01,South Korea,Bosnia and Herzegovina,1.0,3.0,Friendly,Jeonju,South Korea,False,True
2018-06-01,Colombia,Egypt,0.0,0.0,Friendly,Bergamo,Italy,True,True
2018-06-02,Mexico,Scotland,1.0,0.0,Friendly,Mexico City,Mexico,False,True
2018-06-02,Belgium,Portugal,0.0,0.0,Friendly,Brussels,Belgium,False,True
2018-06-02,Austria,Germany,2.0,1.0,Friendly,Klagenfurt,Austria,False,True
2018-06-03,Spain,Switzerland,1.0,1.0,Friendly,Vila-real,Spain,False,True
2018-06-03,Croatia,Brazil,0.0,2.0,Friendly,Liverpool,England,True,True
2018-06-06,Norway,Panama,1.0,0.0,Friendly,Oslo,Norway,False,True
2018-06-06,Belgium,Egypt,3.0,0.0,Friendly,Brussels,Belgium,False,True
2018-06-07,Uruguay,Uzbekistan,3.0,0.0,Friendly,Montevideo,Uruguay,False,True
2018-06-07,Portugal,Algeria,3.0,0.0,Friendly,Lisbon,Portugal,False,True
2018-06-08,Germany,Saudi Arabia,2.0,1.0,Friendly,Leverkusen,Germany,False,True
2018-06-08,Croatia,Senegal,2.0,1.0,Friendly,Osijek,Croatia,False,True
2018-06-08,Switzerland,Japan,2.0,0.0,Friendly,Lugano,Switzerland,False,True
2018-06-09,Tunisia,Spain,0.0,1.0,Friendly,Krasnodar,Russia,True,True
2018-06-09,France,United States,1.0,1.0,Friendly,Lyon,France,False,True
2018-06-10,Austria,Brazil,0.0,3.0,Friendly,Vienna,Austria,False,True
2018-06-11,South Korea,Senegal,0.0,2.0,Friendly,Grödig,Austria,True,True
2018-06-12,Japan,Paraguay,4.0,2.0,Friendly,Innsbruck,Austria,True,True
2018-06-15,Egypt,Uruguay,0.0,1.0,FIFA World Cup,Ekaterinburg,Russia,True,False
2018-06-15,Morocco,Iran,0.0,1.0,FIFA World Cup,Saint Petersburg,Russia,True,False
2018-06-15,Portugal,Spain,3.0,3.0,FIFA World Cup,Sochi,Russia,True,False
2018-06-16,France,Australia,2.0,1.0,FIFA World Cup,Kazan,Russia,True,False
2018-06-17,Germany,Mexico,0.0,1.0,FIFA World Cup,Moscow,Russia,True,False
2018-06-17,Brazil,Switzerland,1.0,1.0,FIFA World Cup,Rostov-on-Don,Russia,True,False
2018-06-18,Sweden,South Korea,1.0,0.0,FIFA World Cup,Nizhny Novgorod,Russia,True,False
2018-06-18,Belgium,Panama,3.0,0.0,FIFA World Cup,Sochi,Russia,True,False
2018-06-18,Tunisia,England,1.0,2.0,FIFA World Cup,Volgograd,Russia,True,False
2018-06-19,Colombia,Japan,1.0,2.0,FIFA World Cup,Saransk,Russia,True,False
2018-06-20,Portugal,Morocco,1.0,0.0,FIFA World Cup,Moscow,Russia,True,False
2018-06-20,Uruguay,Saudi Arabia,1.0,0.0,FIFA World Cup,Rostov-on-Don,Russia,True,False
2018-06-20,Iran,Spain,0.0,1.0,FIFA World Cup,Kazan,Russia,True,False
2018-06-21,Argentina,Croatia,0.0,3.0,FIFA World Cup,Nizhny Novgorod,Russia,True,False
2018-06-23,Belgium,Tunisia,5.0,2.0,FIFA World Cup,Moscow,Russia,True,False
2018-06-23,South Korea,Mexico,1.0,2.0,FIFA World Cup,Rostov-on-Don,Russia,True,False
2018-06-23,Germany,Sweden,2.0,1.0,FIFA World Cup,Sochi,Russia,True,False
2018-06-24,England,Panama,6.0,1.0,FIFA World Cup,Nizhny Novgorod,Russia,True,False
2018-06-24,Japan,Senegal,2.0,2.0,FIFA World Cup,Ekaterinburg,Russia,True,False
2018-06-25,Saudi Arabia,Egypt,2.0,1.0,FIFA World Cup,Volgograd,Russia,True,False
2018-06-25,Spain,Morocco,2.0,2.0,FIFA World Cup,Kaliningrad,Russia,True,False
2018-06-25,Iran,Portugal,1.0,1.0,FIFA World Cup,Saransk,Russia,True,False
2018-06-27,South Korea,Germany,2.0,0.0,FIFA World Cup,Kazan,Russia,True,False
2018-06-27,Mexico,Sweden,0.0,3.0,FIFA World Cup,Ekaterinburg,Russia,True,False
2018-06-28,Senegal,Colombia,0.0,1.0,FIFA World Cup,Samara,Russia,True,False
2018-06-28,Panama,Tunisia,1.0,2.0,FIFA World Cup,Saransk,Russia,True,False
2018-06-28,England,Belgium,0.0,1.0,FIFA World Cup,Kaliningrad,Russia,True,False
2018-06-30,France,Argentina,4.0,3.0,FIFA World Cup,Kazan,Russia,True,False
2018-06-30,Uruguay,Portugal,2.0,1.0,FIFA World Cup,Sochi,Russia,True,False
2018-07-02,Brazil,Mexico,2.0,0.0,FIFA World Cup,Samara,Russia,True,False
2018-07-02,Belgium,Japan,3.0,2.0,FIFA World Cup,Rostov-on-Don,Russia,True,False
2018-07-03,Sweden,Switzerland,1.0,0.0,FIFA World Cup,Saint Petersburg,Russia,True,False
2018-07-03,Colombia,England,1.0,1.0,FIFA World Cup,Moscow,Russia,True,False
2018-07-06,Uruguay,France,0.0,2.0,FIFA World Cup,Nizhny Novgorod,Russia,True,False
2018-07-06,Brazil,Belgium,1.0,2.0,FIFA World Cup,Kazan,Russia,True,False
2018-07-07,Sweden,England,0.0,2.0,FIFA World Cup,Samara,Russia,True,False
2018-07-10,France,Belgium,1.0,0.0,FIFA World Cup,Saint Petersburg,Russia,True,False
2018-07-11,Croatia,England,2.0,1.0,FIFA World Cup,Moscow,Russia,True,False
2018-07-14,Belgium,England,2.0,0.0,FIFA World Cup,Saint Petersburg,Russia,True,False
2018-07-15,France,Croatia,4.0,2.0,FIFA World Cup,Moscow,Russia,True,False
2018-09-06,Germany,France,0.0,0.0,UEFA Nations League,Munich,Germany,False,False
2018-09-06,Austria,Sweden,2.0,0.0,Friendly,Vienna,Austria,False,True
2018-09-06,Portugal,Croatia,1.0,1.0,Friendly,Faro-Loulé,Portugal,False,True
2018-09-07,Mexico,Uruguay,1.0,4.0,Friendly,Houston,United States,True,True
2018-09-07,Scotland,Belgium,0.0,4.0,Friendly,Glasgow,Scotland,False,True
2018-09-07,United States,Brazil,0.0,2.0,Friendly,East Rutherford,United States,False,True
2018-09-08,England,Spain,1.0,2.0,UEFA Nations League,London,England,False,False
2018-09-09,France,Netherlands,2.0,1.0,UEFA Nations League,Paris,France,False,False
2018-09-11,Spain,Croatia,6.0,0.0,UEFA Nations League,Elche,Spain,False,False
2018-09-11,Bosnia and Herzegovina,Austria,1.0,0.0,UEFA Nations League,Zenica,Bosnia and Herzegovina,False,False
2018-09-11,Colombia,Argentina,0.0,0.0,Friendly,East Rutherford,United States,True,True
2018-09-11,England,Switzerland,1.0,0.0,Friendly,London,England,False,True
2018-09-11,United States,Mexico,1.0,0.0,Friendly,Nashville,United States,False,True
2018-09-11,Uzbekistan,Iran,0.0,1.0,Friendly,Tashkent,Uzbekistan,False,True
2018-10-11,Argentina,Iraq,4.0,0.0,Friendly,Riyadh,Saudi Arabia,True,True
2018-10-11,United States,Colombia,2.0,4.0,Friendly,Tampa,United States,False,True
2018-10-12,Belgium,Switzerland,2.0,1.0,UEFA Nations League,Brussels,Belgium,False,False
2018-10-12,Croatia,England,0.0,0.0,UEFA Nations League,Rijeka,Croatia,False,False
2018-10-12,Japan,Panama,3.0,0.0,Kirin Challenge Cup,Niigata,Japan,False,False
2018-10-12,South Korea,Uruguay,2.0,1.0,Friendly,Seoul,South Korea,False,True
2018-10-12,Qatar,Ecuador,4.0,3.0,Friendly,Doha,Qatar,False,True
2018-10-12,Saudi Arabia,Brazil,0.0,2.0,Friendly,Riyadh,Saudi Arabia,False,True
2018-10-13,Netherlands,Germany,3.0,0.0,UEFA Nations League,Amsterdam,Netherlands,False,False
2018-10-14,Scotland,Portugal,1.0,3.0,Friendly,Glasgow,Scotland,False,True
2018-10-15,Spain,England,2.0,3.0,UEFA Nations League,Seville,Spain,False,False
2018-10-15,Croatia,Jordan,2.0,1.0,Friendly,Rijeka,Croatia,False,True
2018-10-15,Saudi Arabia,Iraq,1.0,1.0,Friendly,Riyadh,Saudi Arabia,False,True
2018-10-16,France,Germany,2.0,1.0,UEFA Nations League,Paris,France,False,False
2018-10-16,Belgium,Netherlands,1.0,1.0,Friendly,Brussels,Belgium,False,True
2018-10-16,Japan,Uruguay,4.0,3.0,Kirin Challenge Cup,Saitama,Japan,False,False
2018-10-16,South Korea,Panama,2.0,2.0,Friendly,Cheonan,South Korea,False,True
2018-10-16,Uzbekistan,Qatar,2.0,0.0,Friendly,Tashkent,Uzbekistan,False,True
2018-10-16,Argentina,Brazil,0.0,1.0,Superclásico de las Américas,Jeddah,Saudi Arabia,True,False
2018-11-14,Switzerland,Qatar,0.0,1.0,Friendly,Lugano,Switzerland,False,True
2018-11-15,Croatia,Spain,3.0,2.0,UEFA Nations League,Zagreb,Croatia,False,False
2018-11-15,Austria,Bosnia and Herzegovina,0.0,0.0,UEFA Nations League,Vienna,Austria,False,False
2018-11-15,England,United States,3.0,0.0,Friendly,London,England,False,True
2018-11-16,Netherlands,France,2.0,0.0,UEFA Nations League,Rotterdam,Netherlands,False,False
2018-11-16,Argentina,Mexico,2.0,0.0,Friendly,Córdoba,Argentina,False,True
2018-11-16,Brazil,Uruguay,1.0,0.0,Friendly,London,England,True,True
2018-11-16,Egypt,Tunisia,3.0,2.0,African Cup of Nations qualification,Alexandria,Egypt,False,False
2018-11-17,Australia,South Korea,1.0,1.0,Friendly,Brisbane,Australia,False,True
2018-11-18,Switzerland,Belgium,5.0,2.0,UEFA Nations League,Lucerne,Switzerland,False,False
2018-11-18,England,Croatia,2.0,1.0,UEFA Nations League,London,England,False,False
2018-11-18,Spain,Bosnia and Herzegovina,1.0,0.0,Friendly,Las Palmas,Spain,False,True
2018-11-19,Germany,Netherlands,2.0,2.0,UEFA Nations League,Gelsenkirchen,Germany,False,False
2018-11-20,Argentina,Mexico,2.0,0.0,Friendly,Mendoza,Argentina,False,True
2018-11-20,France,Uruguay,1.0,0.0,Friendly,Paris,France,False,True
2018-11-20,Jordan,Saudi Arabia,1.0,1.0,Friendly,Amman,Jordan,False,True
2018-11-20,South Korea,Uzbekistan,4.0,0.0,Friendly,Brisbane,Australia,True,True
2018-11-20,Panama,Ecuador,1.0,2.0,Friendly,Panama City,Panama,False,True
2018-11-20,South Africa,Paraguay,1.0,1.0,Friendly,Durban,South Africa,False,True
2018-11-20,Tunisia,Morocco,0.0,1.0,Friendly,Radès,Tunisia,False,True
2018-12-23,Qatar,Jordan,2.0,0.0,Friendly,Doha,Qatar,False,True
2018-12-27,Qatar,Algeria,0.0,1.0,Friendly,Doha,Qatar,False,True
2018-12-31,South Korea,Saudi Arabia,0.0,0.0,Friendly,Abu Dhabi,United Arab Emirates,True,True
2018-12-31,Qatar,Iran,1.0,2.0,Friendly,Doha,Qatar,False,True
2019-01-06,Australia,Jordan,0.0,1.0,AFC Asian Cup,Al Ain,United Arab Emirates,True,False
2019-01-16,Iran,Iraq,0.0,0.0,AFC Asian Cup,Dubai,United Arab Emirates,True,False
2019-01-17,Saudi Arabia,Qatar,0.0,2.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True,False
2019-01-17,Japan,Uzbekistan,2.0,1.0,AFC Asian Cup,Al Ain,United Arab Emirates,True,False
2019-01-21,Australia,Uzbekistan,0.0,0.0,AFC Asian Cup,Al Ain,United Arab Emirates,True,False
2019-01-21,Japan,Saudi Arabia,1.0,0.0,AFC Asian Cup,Sharjah,United Arab Emirates,True,False
2019-01-22,Qatar,Iraq,1.0,0.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True,False
2019-01-25,South Korea,Qatar,0.0,1.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True,False
2019-01-27,United States,Panama,3.0,0.0,Friendly,Glendale,United States,False,True
2019-01-28,Iran,Japan,0.0,3.0,AFC Asian Cup,Al Ain,United Arab Emirates,True,False
2019-02-01,Japan,Qatar,1.0,3.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True,False
2019-03-21,United States,Ecuador,1.0,0.0,Friendly,Orlando,United States,False,True
2019-03-22,Japan,Colombia,0.0,1.0,Kirin Challenge Cup,Yokohama,Japan,False,False
2019-03-23,Brazil,Panama,1.0,1.0,Friendly,Porto,Portugal,True,True
2019-03-23,Spain,Norway,2.0,1.0,UEFA Euro qualification,Valencia,Spain,False,False
2019-03-24,Netherlands,Germany,2.0,3.0,UEFA Euro qualification,Amsterdam,Netherlands,False,False
2019-03-26,Algeria,Tunisia,1.0,0.0,Friendly,Blida,Algeria,False,True
2019-03-26,South Korea,Colombia,2.0,1.0,Friendly,Seoul,South Korea,False,True
2019-03-26,Morocco,Argentina,0.0,1.0,Friendly,Tangier,Morocco,False,True
2019-03-26,Paraguay,Mexico,2.0,4.0,Friendly,Santa Clara,United States,True,True
2019-03-26,Norway,Sweden,3.0,3.0,UEFA Euro qualification,Oslo,Norway,False,False
2019-06-03,Colombia,Panama,3.0,0.0,Friendly,Bogotá,Colombia,False,True
2019-06-05,Brazil,Qatar,2.0,0.0,Friendly,Brasília,Brazil,False,True
2019-06-05,Portugal,Switzerland,3.0,1.0,UEFA Nations League,Porto,Portugal,False,False
2019-06-06,England,Netherlands,1.0,3.0,UEFA Nations League,Guimarães,Portugal,True,False
2019-06-07,South Korea,Australia,1.0,0.0,Friendly,Busan,South Korea,False,True
2019-06-07,Tunisia,Iraq,2.0,0.0,Friendly,Radès,Tunisia,False,True
2019-06-07,Uruguay,Panama,3.0,0.0,Friendly,Montevideo,Uruguay,False,True
2019-06-09,Mexico,Ecuador,3.0,2.0,Friendly,Arlington,United States,True,True
2019-06-09,Switzerland,England,0.0,0.0,UEFA Nations League,Guimarães,Portugal,True,False
2019-06-09,Portugal,Netherlands,1.0,0.0,UEFA Nations League,Porto,Portugal,False,False
2019-06-10,Spain,Sweden,3.0,0.0,UEFA Euro qualification,Madrid,Spain,False,False
2019-06-11,Belgium,Scotland,3.0,0.0,UEFA Euro qualification,Brussels,Belgium,False,False
2019-06-11,Croatia,Tunisia,1.0,2.0,Friendly,Varaždin,Croatia,False,True
2019-06-11,South Korea,Iran,1.0,1.0,Friendly,Seoul,South Korea,False,True
2019-06-15,Argentina,Colombia,0.0,2.0,Copa América,Salvador,Brazil,True,False
2019-06-15,Ghana,South Africa,0.0,0.0,Friendly,Dubai,United Arab Emirates,True,True
2019-06-16,Paraguay,Qatar,2.0,2.0,Copa América,Rio de Janeiro,Brazil,True,False
2019-06-16,Uruguay,Ecuador,4.0,0.0,Copa América,Belo Horizonte,Brazil,True,False
2019-06-19,Colombia,Qatar,1.0,0.0,Copa América,São Paulo,Brazil,True,False
2019-06-19,Argentina,Paraguay,1.0,1.0,Copa América,Belo Horizonte,Brazil,True,False
2019-06-19,Mexico,Canada,3.0,1.0,Gold Cup,Denver,United States,True,False
2019-06-20,Uruguay,Japan,2.0,2.0,Copa América,Porto Alegre,Brazil,True,False
2019-06-23,Colombia,Paraguay,1.0,0.0,Copa América,Salvador,Brazil,True,False
2019-06-23,Qatar,Argentina,0.0,2.0,Copa América,Porto Alegre,Brazil,True,False
2019-06-24,Ecuador,Japan,1.0,1.0,Copa América,Belo Horizonte,Brazil,True,False
2019-06-26,United States,Panama,1.0,0.0,Gold Cup,Kansas City,United States,False,False
2019-06-27,Senegal,Algeria,0.0,1.0,African Cup of Nations,Cairo,Egypt,True,False
2019-06-27,Brazil,Paraguay,0.0,0.0,Copa América,Porto Alegre,Brazil,False,False
2019-06-29,Haiti,Canada,3.0,2.0,Gold Cup,Houston,United States,True,False
2019-06-30,United States,Curaçao,1.0,0.0,Gold Cup,Philadelphia,United States,False,False
2019-07-01,South Africa,Morocco,0.0,1.0,African Cup of Nations,Cairo,Egypt,True,False
2019-07-02,Brazil,Argentina,2.0,0.0,Copa América,Belo Horizonte,Brazil,False,False
2019-07-02,Haiti,Mexico,0.0,1.0,Gold Cup,Glendale,United States,True,False
2019-07-06,Egypt,South Africa,0.0,1.0,African Cup of Nations,Cairo,Egypt,False,False
2019-07-07,United States,Mexico,0.0,1.0,Gold Cup,Chicago,United States,False,False
2019-07-08,Ghana,Tunisia,1.0,1.0,African Cup of Nations,Ismailia,Egypt,True,False
2019-07-14,Senegal,Tunisia,1.0,0.0,African Cup of Nations,Cairo,Egypt,True,False
2019-07-19,Senegal,Algeria,0.0,1.0,African Cup of Nations,Cairo,Egypt,True,False
2019-08-10,Jordan,Saudi Arabia,3.0,0.0,WAFF Championship,Erbil,Iraq,True,False
2019-09-05,Japan,Paraguay,2.0,0.0,Kirin Challenge Cup,Kashima,Japan,False,False
2019-09-06,Brazil,Colombia,2.0,2.0,Friendly,Miami Gardens,United States,True,True
2019-09-06,United States,Mexico,0.0,3.0,Friendly,East Rutherford,United States,False,True
2019-09-06,Germany,Netherlands,2.0,4.0,UEFA Euro qualification,Hamburg,Germany,False,False
2019-09-07,Curaçao,Haiti,1.0,0.0,CONCACAF Nations League,Willemstad,Curaçao,False,False
2019-09-08,Sweden,Norway,1.0,1.0,UEFA Euro qualification,Stockholm,Sweden,False,False
2019-09-09,Iraq,Uzbekistan,0.0,0.0,Friendly,Amman,Jordan,True,True
2019-09-09,Scotland,Belgium,0.0,4.0,UEFA Euro qualification,Glasgow,Scotland,False,False
2019-09-10,Argentina,Mexico,4.0,0.0,Friendly,San Antonio,United States,True,True
2019-09-10,Jordan,Paraguay,2.0,4.0,Friendly,Amman,Jordan,False,True
2019-09-10,United States,Uruguay,1.0,1.0,Friendly,St. Louis,United States,False,True
2019-09-10,Haiti,Curaçao,1.0,1.0,CONCACAF Nations League,Port-au-Prince,Haiti,False,False
2019-10-09,Germany,Argentina,2.0,2.0,Friendly,Dortmund,Germany,False,True
2019-10-10,Brazil,Senegal,1.0,1.0,Friendly,Kallang,Singapore,True,True
